964 0364         ,*,90 4 391 1      ,070,14444 ,   ,009413             ,V201,   , 1 25,    1882, 6/01/16,     120, ,0000,      ,    1062,    24.9800,    36.0000,    25.9043
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816, 9/26/16,    1750, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,10/03/16,    1750, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,10/10/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,10/17/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,10/24/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,10/31/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,11/07/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,11/14/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,11/21/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,11/28/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,12/05/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,12/12/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
100-4-931-1      , ,100 4 931 1     ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,   18816,12/19/16,    1500, ,0000,      ,    4992,    21.1000,      .0000,    22.0917
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 5/02/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 5/09/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 5/16/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 5/23/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 6/01/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 6/08/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 6/16/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 6/22/16,     100, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 7/07/16,     400, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 8/07/16,     400, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 9/07/16,     400, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500,10/07/16,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500,11/07/16,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500,12/07/16,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 1/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 2/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 3/06/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 4/06/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 5/06/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 6/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 7/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 8/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500, 9/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500,10/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500,11/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10005402         , ,10005402        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4 11,    1500,12/07/17,     500, ,0000,      ,        ,    11.5868,      .0000,    12.1314
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314, 4/10/16,     233,*,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314, 6/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314, 7/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314, 8/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314, 9/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314,10/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314,11/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10016121         , ,10016121        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,     314,12/10/16,    5000, ,0000,      ,      21,     9.7400,      .0000,    10.1959
10017645         ,*,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 4/01/16,     212,*,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 5/16/16,    1500, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 5/23/16,    1500, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 5/30/16,    1500, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 6/06/16,    1500, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 6/13/16,    1500, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 6/20/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 6/27/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 7/11/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 7/18/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 7/25/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 8/01/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 8/08/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 8/15/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 8/22/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 8/29/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 9/05/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 9/12/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 9/19/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 9/26/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,10/03/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,10/10/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,10/17/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,10/24/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,10/31/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,11/07/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,11/14/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,11/21/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,11/28/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,12/05/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,12/12/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388,12/19/16,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10017645         , ,10017645        ,IDO,CLV01 ,X  ,V000462            ,V201,   , 4 12,     388, 1/02/17,    1269, ,0000,      ,     172,     6.6200,      .0000,     6.9328
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 4/04/16,    3835,*,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 4/11/16,    5000,*,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 4/15/16,     300,*,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 4/18/16,    5000,*,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 6/06/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 6/13/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 6/20/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 6/27/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 7/04/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 7/11/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 7/18/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 7/25/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 8/01/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 8/08/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 8/15/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 8/22/16,    5421, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 8/29/16,    5955, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 9/05/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 9/12/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 9/19/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 9/26/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,10/03/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,10/10/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,10/17/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,10/24/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,10/31/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,11/07/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,11/14/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,11/21/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,11/28/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,12/05/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,12/12/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375,12/19/16,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
10033711         , ,10033711        ,IDO,CLV01 ,X  ,V000462            ,V999,   , 4 12,    1375, 1/02/17,    6232, ,0000,      ,    2378,    45.7500,      .0000,    47.9003
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 5/02/16,     225, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 6/07/16,     150, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 7/07/16,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 8/07/16,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 9/07/16,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650,10/16/16,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650,11/06/16,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650,12/06/16,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 1/06/17,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 2/06/17,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 3/06/17,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 4/06/17,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-329          , ,2 2 329         ,IDO,CST01 ,X  ,G000577            ,201 ,   , 2 22,     650, 5/06/17,     175, ,0000,      ,        ,     4.1400,      .0000,     4.1347
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 4/11/16,      13,*,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 4/18/16,     150,*,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 5/07/16,     150, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 5/16/16,     150, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 5/23/16,     150, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 6/07/16,     200, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 6/14/16,     200, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 7/07/16,     150, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 7/14/16,     150, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 8/07/16,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 9/07/16,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837,10/07/16,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837,11/07/16,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837,12/07/16,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 1/07/17,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 2/07/17,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 3/07/17,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 4/07/17,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 5/07/17,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 6/07/17,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 7/07/17,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 8/07/17,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837, 9/07/17,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837,10/07/17,     375, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-2-479          , ,2 2 479         ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,    1837,11/07/17,     350, ,0000,      ,     163,     4.3600,      .0000,     4.2996
2-28-367         , ,2 28 367        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,     700, 4/25/16,     250, ,0000,      ,        ,     2.8000,      .0000,     2.9036
2-28-367         , ,2 28 367        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,     700, 5/23/16,     175, ,0000,      ,        ,     2.8000,      .0000,     2.9036
2-28-367         , ,2 28 367        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,     700, 7/07/16,     175, ,0000,      ,        ,     2.8000,      .0000,     2.9036
2-28-367         , ,2 28 367        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,     700, 8/07/16,     175, ,0000,      ,        ,     2.8000,      .0000,     2.9036
2-28-367         , ,2 28 367        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,     700, 9/07/16,     175, ,0000,      ,        ,     2.8000,      .0000,     2.9036
2-28-367         , ,2 28 367        ,IDO,CST01 ,X  ,G000577            ,V999,   , 4  5,     700,10/07/16,     175, ,0000,      ,        ,     2.8000,      .0000,     2.9036
